"placekey","location_name","latitude","longitude"
zzz-222@627-s89-9xq,Lefferts Playground,40.665598,-73.821735
zzz-223@627-wgz-vzz,I S 187,40.628011,-74.003589
zzz-222@627-s8x-35z,South Pacific Playground,40.675504,-73.919908
zzy-222@627-wdg-cbk,Coney Island Beach & Boardwalk,40.571992,-73.980601
zzz-222@627-s6m-wx5,Monsignor Kett Playground,40.862444,-73.921038
22k-222@627-s8j-yjv,Nuchas Greeley Square Park,40.748489,-73.988328
zzw-224@627-s9m-sqz,P S 129,40.790195,-73.83968
222-222@627-s8w-qxq,St John's Recreation Center,40.673827,-73.934944
zzz-222@627-vty-gff,Toad Hall Playground,40.60868,-74.119649
zzw-229@627-s9c-zpv,Randolph Beer at CitiField,40.756281,-73.845684
zzz-222@627-s84-bkz,Howard Playground,40.671628,-73.908037
222-222@627-rvg-kj9,Pelham Bay Park,40.865508,-73.809201
zzy-222@627-s6f-3t9,Mitchel Square Park,40.833097,-73.940921
zzz-222@627-s69-brk,A Badillo Community Rose Garden,40.82525,-73.912886
zzz-222@627-s4m-cyv,W 104Th Street Garden,40.796825,-73.961778
225-224@627-s8q-cwk,Central Parking System,40.743331,-73.917572
zzz-222@627-wbz-tqf,City Hall Park,40.712571,-74.006939
zzz-222@627-s6b-nt9,Abigail Playground,40.817449,-73.904719
zzz-222@627-vts-gkz,South Shore Country Club,40.551754,-74.204835
zzz-222@627-s7t-ygk,The PainterS Playground,40.720523,-73.860092
zzz-222@627-s6g-qmk,Frederick Johnson Playground,40.824572,-73.934894
zzy-222@627-wgt-v4v,New York City Department Of Parks And Recreation,40.652418,-74.008409
zzz-222@627-vv2-mkz,Graniteville Swamp Park,40.624427,-74.173394
zzz-222@627-s9x-2x5,Emerald Playground,40.730784,-73.805894
226-223@627-s8y-2kz,Brooklyn Victory Garden,40.682782,-73.964229
zzy-222@627-vsx-t35,Seaside Wildlife Nature Park,40.545221,-74.148476
22j-22x@627-s8h-y35,Madison Park Psychotherapy,40.743592,-73.98914
zzz-222@627-wdh-ysq,Friends Field,40.618338,-73.973201
zzz-222@627-rzn-brk,P S 33,40.727363,-73.733534
22c-223@627-s8r-kvf,583 Park Ave,40.765471,-73.967461
zzz-222@627-rzr-jn5,Bellaire Playground,40.721578,-73.75786
zzz-222@627-vsv-y5f,King Fisher Park,40.561018,-74.151977
zzy-225@627-wgr-jd9,belt Parkway Mill Basin Bridge,40.592526,-73.908195
zzw-223@627-s8r-fcq,Bryant Park,40.754097,-73.983913
zzy-222@627-s8j-hdv,Two Guys From Woodbridge,40.736466,-73.989945
zzz-222@627-wg2-ghq,Monsignor Crawford Field,40.614104,-73.916738
zzz-222@627-rwc-g49,I S 135,40.86204,-73.865184
zzz-222@627-wgt-nwk,Brizzi Playground,40.642167,-73.994572
zzz-222@627-s93-ht9,Nyc Open Space 287,40.708654,-73.917073
zzy-223@627-s4n-9pv,Ladies Pavilion,40.780514,-73.971334
zzy-222@627-s94-zs5,Knollwood Park Cemetery,40.691502,-73.898753
zzy-222@627-s9f-nqz,Arthur Ashe Stadium,40.749824,-73.846319
zzz-222@627-vvv-dy9,Old Place Creek Park,40.633451,-74.196209
zzy-222@627-tnv-fs5,Nyc Parks & Recreation Victor Hanson Center,40.674116,-73.774413
zzy-223@627-s8h-tjv,King David Tacos,40.743198,-73.988116
zzz-222@627-s8k-rc5,Hope Garden,40.722038,-73.984066
zzz-222@627-s85-4gk,George Walker Jr Park,40.678618,-73.895113
zzz-222@627-vsf-wtv,Staten Island Industrial Park,40.612628,-74.172436
23f-222@627-s8j-mx5,Central Parking,40.744401,-73.980569
zzz-222@627-s4v-whq,Wagner Playground,40.799761,-73.934934
zzz-222@627-s84-kj9,Dr Green Playground,40.667057,-73.906837
zzz-222@627-rzs-y35,Challenge Playground,40.756472,-73.727882
zzz-222@627-s6c-kj9,Hunts Point Playground,40.814299,-73.886057
zzw-22f@627-s8q-xbk,NYC Park Tours Central Park Pedicab Tour,40.764084,-73.977644
zzy-225@627-s9c-z9f,Pat Lafriedas Original Filet Mignon Steak Sandwich,40.756196,-73.846491
zzz-222@627-s93-9zz,Green Central Knoll,40.701696,-73.933045
zzz-222@627-wdd-ks5,Bensonhurst Park,40.597395,-74.001296
zzz-222@627-s4r-5j9,Dante Park,40.771982,-73.982515
zzz-222@627-s8q-4gk,P S 150,40.746274,-73.92321
zzz-222@627-rzv-bzf,Glen Oaks Oval,40.749471,-73.715561
zzy-222@627-wgq-vj9,Marine Park Unofficial Dog Beach,40.598804,-73.932246
zzz-222@627-tnz-4d9,Police Officer Edward Byrne Park,40.667345,-73.807927
zzw-222@627-s9c-59f,Kissena Park Golf Course,40.744631,-73.79875
222-224@627-wfb-5vf,Vanderbilt at South Beach,40.589051,-74.066589
zzz-222@627-wff-835,Dyker Beach Park,40.611998,-74.02027
zzz-222@627-s9v-w6k,Jamaica Gateway Park,40.697151,-73.81199
zzz-222@627-s6h-5xq,Mount Hope Garden,40.852558,-73.905359
zzw-222@627-s7k-45f,Elmhurst Park,40.729969,-73.884796
zzz-222@627-wc8-hkf,Brooklyn Bridge Park,40.70425,-73.992094
zzw-223@627-tmq-f2k,The Child Center Of Ny Inc,40.581668,-73.842413
zzz-222@627-rzt-rc5,Nassau Mall South,40.763138,-73.726023
zzz-222@627-vtx-fpv,P S 21r,40.631271,-74.144238
zzz-222@627-s6h-75z,I S 391,40.854198,-73.897799
zzw-222@627-w7g-rc5,I S 34,40.507888,-74.242995
zzz-222@627-s4q-xwk,Matthew P Sapolin Playground,40.777523,-73.984036
zzz-222@627-s94-7t9,Tiger Playground,40.688302,-73.91093
zzz-222@627-sb8-6p9,Carl Schurz Park,40.775278,-73.943297
zzw-228@627-s9y-xt9,P S 35,40.713392,-73.768869
zzz-222@627-rw6-q4v,DOnofrio Square,40.880219,-73.864911
zzz-222@627-s99-wtv,Colden Playground,40.77039,-73.827125
zzz-222@627-s6h-6tv,Slattery Playground,40.857373,-73.89846
zzz-222@627-vst-qmk,WolfeS Pond Park,40.519515,-74.186079
222-222@627-s9c-z9f,Pat LaFrieda's Chop House,40.756257,-73.846346
zzz-222@627-wd9-wc5,Old Heard Cemetery,40.594727,-73.974448
zzz-222@627-rwb-6tv,Mosholu Playground,40.872405,-73.882736
zzy-222@627-vss-4y9,New York City Department Of Parks And Recreation,40.530479,-74.18976
222-222@627-s25-87q,Elite Education & Training Services,40.687311,-73.769643
zzz-222@627-wg3-s89,P S 193,40.622246,-73.950434
zzy-222@627-s8x-4y9,Marion Hopkinson Playground,40.675956,-73.914089
22n-225@627-wc7-qfz,Joe's Pub at The Public,40.729067,-73.991741
zzw-226@627-s4t-575,Saint Nicholas Park Dog Run,40.819626,-73.953532
zzz-222@627-tk7-cyv,Rockaway Freeway,40.591102,-73.808751
222-224@627-wg7-9xq,Brownsville Recreation Center,40.656001,-73.902629
zzz-222@627-sb6-575,Laguardia Landing Lights,40.763396,-73.889153
zzz-222@627-s9m-45f,Playground 115,40.785222,-73.852611
zzw-223@627-w9f-tjv,North Shore Esplanade,40.648074,-74.083511
zzz-222@627-wc3-94v,Neighborhood Parks,40.690318,-73.996657
zzz-227@627-s9q-g49,Joseph Austin Playground,40.71571,-73.80111
22x-222@627-wh4-p7q,El Jeffe Park,40.65505,-73.960733
zzz-222@627-s99-2kz,Bowne Playground,40.758257,-73.824769
zzw-225@627-s8q-ysq,Dag Hammarskjold Plaza Greenmarket,40.753204,-73.969505
zzy-222@627-s4n-st9,Carl Schurz Big Dog Run,40.774007,-73.946015
zzy-226@627-wc2-249,South Street Seaport Dog Park,40.705332,-74.002665
zzz-222@627-tk4-gzf,Edgemere Urban Renewal Park,40.594834,-73.776756
zzw-223@627-wby-zpv,MTA South Ferry Subway Station,40.701723,-74.012967
zzz-222@627-rwr-tn5,Macneil Park,40.793113,-73.852473
zzz-222@627-tkc-wzf,Park Crest,40.59313,-73.752295
zzy-223@627-s4q-y7q,Riverside Park South Dog Run,40.778598,-73.982544
zzw-222@627-vts-ghq,South Shore Golf Course,40.550033,-74.207265
zzw-222@627-wbv-bkz,Central Parking,40.761489,-73.996441
zzz-222@627-sb7-wff,Triborough Bridge Playground E,40.772816,-73.920746
zzz-222@627-rwf-swk,Co Op City Field,40.87591,-73.823603
zzz-223@627-wdh-mc5,P S 199,40.616672,-73.962908
zzy-223@627-s6d-bc5,Nyc Parks & Recreation Jackie Robinson Asp,40.824264,-73.942462
22c-222@627-s8j-xwk,New York Explorer Pass At Macys Herald Square,40.751021,-73.98993
zzy-222@627-tk6-kmk,Beach 30th Street Playground,40.593001,-73.762712
zzw-222@627-s92-rzf,Maria Hernandez Dog Run,40.704239,-73.923057
zzz-222@627-wc7-v9f,Washington Square Park,40.730362,-73.996881
zzz-222@627-s4m-6hq,Straus Park,40.801834,-73.968213
zzz-222@627-wc8-xdv,Coleman Playground,40.710838,-73.993611
zzy-222@627-s65-c89,Bell Tower Park,40.889476,-73.911893
zzw-222@627-rvx-6tv,VIVO Mediterranean Grill & Catering,40.786678,-73.792362
zzz-222@627-sbg-q75,St LukeS Park,40.805638,-73.915384
zzz-222@627-wbn-hdv,Bleecker Playground,40.73637,-74.005535
zzz-222@627-wd8-vs5,Scarangella Park,40.595006,-73.984415
zzz-223@627-sb6-gtv,Bulova Park,40.763035,-73.892277
zzz-222@627-s6k-syv,Mapes Ballfield,40.847502,-73.885677
zzy-225@627-wgj-pgk,Sea Queen VII,40.5835,-73.944264
zzw-222@627-wff-3yv,City Parks Foundation Jr Golf,40.609002,-74.016486
zzy-223@627-wc2-5j9,Central Parking,40.711054,-74.016555
222-222@627-vvp-9zz,SB4U Academy,40.591853,-74.139218
zzz-222@627-wfz-gff,Curtis Playground,40.64097,-73.917425
zzz-222@627-s9y-q2k,Detective Keith L Williams Park,40.702612,-73.784522
zzz-222@627-rwt-6rk,Bufano Park,40.838238,-73.831349
zzz-222@627-s99-ndv,Murray Hill Playground,40.761662,-73.812055
zzz-222@627-s7z-b6k,ManleyS Pl,40.674635,-73.878553
zzz-222@627-wfg-3dv,Hero Park,40.630687,-74.087927
zzz-222@627-vsh-egk,Willowbrook Park,40.598627,-74.160801
229-222@627-s98-sh5,Bowne House Historical Society,40.762885,-73.824886
zzz-222@627-rwx-gc5,Chief Dennis L Devlin Park,40.831993,-73.854738
zzz-222@627-s4k-nwk,Sol Bloom Playground,40.789731,-73.968887
zzz-222@627-s6j-vmk,Starlight Park,40.832238,-73.88272
zzz-222@627-rw7-dy9,Agnes Haywood Playground,40.88028,-73.861852
zzz-222@627-rw6-mrk,Gun Hill Playground,40.874749,-73.865616
zzz-222@627-tnw-ks5,North Rochdale Playground,40.679875,-73.774975
zzw-227@627-s8h-zs5,Union Square Greenmarket,40.735403,-73.985882
zzz-222@627-s89-wff,Highland Community Park,40.688393,-73.886224
zzy-222@627-wc9-389,Farmers Market at Brooklyn Bridge Park's Pier 6,40.698024,-73.999687
zzw-222@627-vvg-b8v,La Tourette Golf Course,40.577002,-74.15262
zzw-223@627-wh3-fs5,NYC Boot Camps,40.663383,-73.976791
zzz-222@627-wc7-wzf,Schiff Mall,40.718676,-73.988622
zzy-227@627-wby-z4v,The Battery,40.703,-74.01601
zzw-222@627-s4n-wp9,Frozen Ropes,40.778175,-73.943408
zzz-222@627-s4k-f75,Joan Of Arc Park,40.793998,-73.976565
zzy-222@627-s7v-4sq,The Painter's Playground,40.725451,-73.863431
zzw-222@627-wdj-wrk,P S 209,40.586765,-73.961654
zzz-222@627-wc9-59f,Lot Adams,40.700534,-73.989211
22j-222@627-s8j-6x5,Central Parking System,40.744224,-73.997387
zzz-223@627-s92-7wk,P S 161,40.665587,-73.948899
zzz-222@627-rwj-5mk,Rienzi Playground,40.887616,-73.858567
zzz-222@627-rws-grk,Park Soundview,40.805139,-73.84909
zzw-223@627-s8x-t35,Fort Greene Park,40.687078,-73.973292
zzy-222@627-rzn-jqf,New York City Department Of Parks And Recreation,40.725823,-73.728769
zzz-222@627-vvk-5mk,Gen Douglas Macarthur Park,40.585851,-74.100817
zzz-222@627-rw6-j7q,Allerton Playground,40.866097,-73.850522
zzz-222@627-wc7-4jv,Vesuvio Playground,40.725413,-74.002554
zzz-222@627-vsr-j7q,Bloomingdale Park,40.531885,-74.214315
222-222@627-rwv-xbk,Icehouse Cafe Waterfront Restaurant,40.81692,-73.806707
zzy-222@627-s69-d5f,New York City Department Of Parks And Recreation,40.826936,-73.914313
zzz-222@627-sbg-mhq,South Brother Island,40.796834,-73.898205
zzz-222@627-s8k-z2k,Baruch Playground,40.717503,-73.976763
22b-222@627-s8r-8jv,Central Parking,40.765055,-73.982525
224-222@627-s8j-nbk,Central Parking System,40.744475,-73.980241
zzz-222@627-rwv-y9z,Nyc Open Space 132,40.815529,-73.811378
zzy-222@627-s5x-k75,New York City Department Of Parks And Recreation,40.882269,-73.910198
zzz-222@627-s8k-snq,La Plaza Cultural,40.725234,-73.97846
zzz-222@627-rw9-p5f,WashingtonS Walk,40.875172,-73.900742
zzy-222@627-s7v-8d9,Jurassic Playground,40.735171,-73.843702
zzz-222@627-s4n-kvf,Samuel Seabury Playground,40.785357,-73.950819
zzy-22b@627-s4m-cbk,Central Park Dogs,40.791581,-73.965051
zzz-222@627-wdf-n5z,Nautilus Playground Public Beach,40.571743,-73.99603
zzz-222@627-rzr-nbk,Cunningham Park,40.728008,-73.772234
zzw-222@627-s9z-xqz,Queens Valley Playground,40.721904,-73.823638
zzy-222@627-wc2-4qf,Shearwater Manhattan by Sail,40.712284,-74.017218
zzz-222@627-rwc-pqf,Ps 105,40.853129,-73.866263
zzz-222@627-s9z-vvf,Judge Moses Weinstein Playground,40.718203,-73.820583
zzz-222@627-sbg-qmk,Ranaqua Park,40.80667,-73.922401
zzw-222@627-wd9-nyv,P S 215,40.602976,-73.970219
zzy-227@627-s8r-yn5,Central Park Discovery,40.764536,-73.976792
zzz-222@627-s8v-zvf,Lewis Playground,40.695355,-73.937866
zzz-222@627-vs7-87q,P S 26,40.591458,-74.190064
zzz-222@627-s24-ygk,Locust Manor Playground,40.686222,-73.756206
zzz-222@627-s83-wrk,Martin Luther King Jr Playground,40.667341,-73.890594
zzz-222@627-wdb-qpv,Neptune Playground,40.578307,-73.98073
zzz-222@627-s6h-kpv,P S,40.8584,-73.909733
zzz-222@627-tnz-nnq,Dr Charles R Drew Park,40.680708,-73.803036
zzz-222@627-wd8-y5f,Meucci Triangle,40.59608,-73.983313
zzw-222@627-s8h-zpv,Stuyvesant Square Dog Park,40.733625,-73.983468
zzz-222@627-wgt-v4v,Gonzalo Plasencia Playground,40.652558,-74.008516
zzw-229@627-s8r-yjv,Central Park Carriage Rides,40.766169,-73.97732
zzy-228@627-s8r-f75,The Lodge By Urbanspace,40.753608,-73.983248
zzz-222@627-wf8-hdv,Eibs Pond Park,40.611538,-74.080309
zzz-222@627-vsn-qfz,Kingdom Pond Park,40.525307,-74.184112
zzw-222@627-s6d-4gk,Central Parking,40.8348,-73.948145
zzw-222@627-wdg-835,Coney Island Boardwalk Parties,40.572592,-73.983128
zzy-222@627-vs9-h5z,Elmwood Park Condominium 2,40.577959,-74.162689
222-222@627-vty-gc5,Staten Island Funpark,40.609344,-74.119793
zzz-222@627-s6c-nwk,I S 201 M S 424,40.815141,-73.885197
zzy-222@627-wgn-hkf,Floyd Bennett Field,40.592744,-73.882886
zzy-222@627-s99-4d9,Panda,40.763182,-73.831357
zzy-222@627-s4t-8sq,West Harlem Piers Park,40.814698,-73.948153
zzz-222@627-wc7-zxq,Abc Playground,40.721807,-73.985997
zzz-222@627-wbt-rx5,Chelsea Recreation Center,40.748418,-74.002306
zzw-224@627-s8r-pjv,Rumsey Playfield Central Park,40.77031,-73.967584
239-222@627-wh2-h3q,NYU Lutheran Family Health Centers Park Slope,40.66731,-73.990369
zzz-222@627-wf9-k2k,Nyc Open Space 188,40.594807,-74.080418
zzw-222@627-s9x-td9,Fresh Meadows Playground,40.734134,-73.796016
zzz-222@627-s96-q4v,De Hostos Playground,40.702623,-73.949354
zzw-222@627-s4v-8vz,The Blockhouse,40.798692,-73.956295
zzz-222@627-s7v-3wk,Nyc Open Space 64,40.720559,-73.857848
227-222@627-s69-pd9,Standard Parking,40.829879,-73.924042
zzz-222@627-wc7-5xq,Columbus Park Baxter,40.715912,-73.999837
zzz-222@627-s69-rhq,Macombs Dam Park,40.827508,-73.927819
zzw-225@627-s8q-xnq,The Park Room,40.764927,-73.97534
zzy-222@627-s6j-2c5,D'Auria Murphy Triangle Park,40.852857,-73.889176
zzz-223@627-wdm-whq,P S 112,40.619433,-74.000901
222-222@627-s9d-ch5,World's Fair Marina Restaurant & Banquet,40.761214,-73.857819
zzw-222@627-s4m-whq,The Petrie Court Cafe,40.779046,-73.96432
zzz-222@627-s4t-3h5,Montefiore Square,40.821607,-73.953471
222-223@627-wc8-v75,Luke's Lobster,40.703488,-73.994134
zzz-222@627-rzq-3qz,Holy Cow Playground,40.741541,-73.776659
zzz-222@627-wg3-vs5,Andries Playground,40.622916,-73.946471
zzz-222@627-s9k-2p9,Kennedy Playground,40.771722,-73.779343
zzz-222@627-rzw-85f,Playground Eighty Lxxx,40.74483,-73.70964
zzz-223@627-s95-vxq,Rodney Park South,40.707689,-73.957184
zzz-222@627-s94-fzz,Callahan Kelly Playground,40.678393,-73.90517
223-223@627-s4r-4sq,Arpeggio Food & Wine,40.773323,-73.983453
zzy-222@627-tnz-nnq,New York City Department Of Parks And Recreation,40.680731,-73.803035
zzz-222@627-rws-fpv,Shorehaven Bikepath,40.805158,-73.850071
222-223@627-wg7-9xq,B R C Taekwondo,40.656349,-73.902745
zzz-222@627-s8t-z2k,Harmony Park,40.677964,-73.934433
zzw-226@627-wbz-4qf,Coenties Slip Park,40.703519,-74.010245
zzz-222@627-wbz-rx5,Pearl St Playground,40.707791,-74.00404
229-222@627-s4r-3dv,Central Parking Systems,40.771757,-73.990012
zzz-222@627-wdg-vpv,Colonel David Marcus Playground,40.61028,-73.968505
222-222@627-s7t-x3q,Lost Battallion Hall,40.731711,-73.865562
22w-223@627-s8h-ygk,Central Parking,40.745715,-73.990231
zzz-222@627-s4s-dd9,Sakura Park,40.812919,-73.962199
zzw-222@627-wc3-m6k,Pier 6 Playgrounds,40.69353,-74.002972
zzy-222@627-vvj-575,Great Kills Park,40.559826,-74.124339
zzy-222@627-s8f-tn5,Newtown Creek Nature Walk,40.73675,-73.948724
zzy-222@627-wc3-h3q,St Mary's Playground,40.681712,-73.993627
zzz-222@627-s7q-jsq,Mafera Park,40.707238,-73.890919
zzy-222@627-s7q-v75,Grover Cleveland Park,40.710846,-73.909985
zzw-223@627-wgr-3qz,Nyc Open Space,40.590195,-73.934547
zzz-222@627-s8q-92k,L Cpl Thomas P Noonan Jr Playground,40.741169,-73.922432
zzz-222@627-s84-nqz,P S 4 Paradise Garden,40.674654,-73.884903
zzz-222@627-s88-c89,Nyc Open Space,40.672084,-73.836714
zzz-222@627-s6h-9vf,Stop and Go Playground,40.845136,-73.898776
zzy-222@627-wgt-j9z,Sunset Park Recreation Center,40.646298,-74.001491
zzz-222@627-s8v-cyv,John Hancock Playground,40.682539,-73.954296
zzz-222@627-s9c-2p9,P S 107,40.755184,-73.799621
zzz-222@627-rwx-kzz,Van Nest Park,40.843328,-73.865828
zzy-222@627-s4m-w8v,The Cafeteria at The Met,40.779425,-73.963243
zzw-222@627-wh3-kj9,J J Byrne Playground,40.673502,-73.985279
zzw-222@627-w9g-dqf,Staten Island Botanical Garden,40.644299,-74.100817
zzz-222@627-wc9-q4v,Sol Lain Playground,40.714215,-73.984016
zzw-222@627-s82-wff,Spring Creek Park Nature Area 75,40.658457,-73.864041
zzy-222@627-tm2-8y9,Palladino Academy Of Soccer,40.599627,-73.823222
zzw-223@627-rw9-zmk,Tulcingo Bakery,40.880263,-73.884992
zzz-223@627-s28-4n5,Hempstead Ballfield,40.710823,-73.728995
zzz-222@627-s7v-ct9,Willow Lake Playground,40.722863,-73.837316
zzz-222@627-s8x-y9z,Underhill Playground,40.676666,-73.96572
zzz-222@627-s9r-wc5,Brinkerhoff Mall,40.69576,-73.782183
zzz-222@627-s27-6rk,Laurelton Playground,40.670275,-73.73617
zzz-222@627-s7v-jsq,Annadale Playground,40.731137,-73.851808
zzy-224@627-s69-pjv,Jersey Mike's,40.82959,-73.926184
zzz-222@627-s8y-mkz,Star Spangled Playground,40.692111,-73.958018
zzz-222@627-sb7-t9z,Two Coves Community Garden,40.772182,-73.931938
zzz-222@627-wbn-dn5,Clement Clarke Moore Park,40.746666,-74.00439
zzz-222@627-s8z-jgk,Marc And JasonS Playground,40.663492,-73.949261
zzw-222@627-wg9-2tv,Canarsie Beach,40.628786,-73.886457
zzz-222@627-s8v-2rk,Decatur Playground,40.681409,-73.93637
zzz-222@627-tmm-ch5,Rockaway Beach Boardwalk,40.584782,-73.80989
zzz-222@627-s8q-zcq,Ralph Bunche Park,40.74931,-73.969752
zzz-222@627-s8g-fmk,Sgt William Dougherty Playground,40.723774,-73.93712
zzz-222@627-wgz-td9,Rappaport Playground,40.636776,-74.000595
zzz-222@627-s6c-4d9,Grove Hill Playground,40.819853,-73.908838
zzz-222@627-s84-gc5,LionS Pride Playground,40.662746,-73.899746
226-222@627-s9s-2hq,Liberty Park,40.700027,-73.784227
zzy-223@627-rwb-8y9,Nybgtaco,40.872349,-73.87123
zzz-222@627-s4t-9fz,St Nicholas Playground North,40.812123,-73.946543
zzw-222@627-wc3-cqz,Brooklyn Bridge Park Pier 5,40.692706,-73.99374
zzw-222@627-s8g-w49,Mccarren Park,40.719624,-73.9516
zzy-222@627-s4n-7kf,Diana Ross Playground,40.782573,-73.971675
zzz-222@627-tmm-4y9,Park 116,40.584444,-73.831578
zzy-222@627-rwb-649,Bronx River Waterfall Overlook,40.867863,-73.873777
zzy-222@627-s9d-6rk,Dunkin',40.765372,-73.861902
zzy-222@627-s9f-tvz,Ceasar's Club at Citifield,40.742737,-73.844709
zzz-222@627-wh4-st9,Parkside Playground Rogers,40.656393,-73.954748
zzz-222@627-s8m-t35,Spirit Playground,40.76125,-73.941399
zzz-222@627-s8z-9zz,Eastern Parkway Coalition,40.670276,-73.95927
zzz-222@627-vv3-2rk,Grandview Playground,40.630702,-74.164156
zzz-222@627-s9g-psq,Clintonville Playground,40.783284,-73.807865
22c-222@627-s4m-xyv,Park Avenue Nutrition,40.782199,-73.955154
zzz-222@627-s8r-tsq,Queensboro Oval,40.75898,-73.960109
zzz-222@627-rwx-swk,Virginia Park,40.83332,-73.862246
zzz-222@627-wbz-vfz,Delury Square,40.709098,-74.005141
zzz-222@627-s94-hnq,Rudd Playground,40.683205,-73.905513
zzz-222@627-rzx-9xq,Marie Curie Park,40.757118,-73.771239
22p-222@627-s8k-tqf,Central Parking System,40.729837,-73.985696
zzz-222@627-s9g-4sq,Turtle Playground,40.74212,-73.827303
zzz-222@627-s9t-snq,Ehrenreich Austin Playground,40.715739,-73.837109
zzz-222@627-s6m-q9f,Strip 168,40.845627,-73.943403
zzz-222@627-s6d-vs5,Mirabal Sisters Community Park,40.838666,-73.936095
zzz-222@627-s8j-w49,Vincent F Albano Jr Playground,40.742049,-73.978577
zzz-222@627-s9r-kmk,P S 50,40.694624,-73.806816
zzy-222@627-vtx-xt9,Silver Lake Park,40.628073,-74.121168
zzz-222@627-sb6-vpv,East Elmhurst Playground,40.765601,-73.870965
zzz-222@627-rwx-87q,Castle Hill Playground,40.838918,-73.853159
zzz-222@627-s6g-2hq,Dorrance Brooks Square,40.815989,-73.943688
zzy-222@627-s9y-q4v,City Parks Foundation,40.701874,-73.783559
zzz-222@627-s9r-zcq,P S 116,40.700773,-73.78137
zzz-222@627-s9h-4y9,Harvey Park,40.783484,-73.823475
225-222@627-s4r-kvf,Central Parking,40.784174,-73.978918
zzz-222@627-wh3-pvz,Gowanus Waterfront Park,40.677285,-73.989678
zzz-222@627-wg8-nqz,Paerdegat Basin Park,40.628238,-73.907775
zzz-222@627-vtz-fs5,Korean War Veterans Memorial Park,40.609701,-74.103023
zzw-222@627-rzv-nbk,Douglaston Park Golf Course,40.751186,-73.73326
23m-222@627-wbv-9j9,Hell's Kitchen Park & Playground,40.763663,-73.992156
222-222@627-rvg-fvf,Bronx Equestrian Center,40.865921,-73.813968
zzz-222@627-wd9-kcq,Mcdonald Playground,40.600529,-73.972106
zzz-222@627-s7w-kpv,Nathan Weidenbaum Park,40.738126,-73.90242
222-223@627-vvg-sqz,Pathway Auto Care,40.564895,-74.131714
zzz-222@627-wg5-gff,Pfc Norton Playground,40.614529,-73.944903
zzz-222@627-s26-n3q,Montbellier Park,40.674555,-73.756722
zzz-222@627-vv2-ct9,Goethals Pond,40.630339,-74.172294
zzz-222@627-wgt-pvz,I S 220,40.641176,-74.001344
zzz-222@627-sb8-7dv,Nyc Open Space 116,40.77165,-73.940827
zzz-223@627-s6b-8qf,P S 64,40.840294,-73.916195
zzz-222@627-s9z-xqz,Queens Valley Playground,40.721903,-73.823654
zzw-222@627-tnz-grk,P S 45,40.671654,-73.788973
zzz-222@627-sbg-28v,Pulaski Park,40.805269,-73.924373
222-229@627-s8r-y35,NY Tours Central Park,40.768992,-73.981474
zzy-227@627-s9f-syv,Playground For All Children,40.740147,-73.849196
zzz-222@627-tk4-9xq,Rockaway Community Park,40.602479,-73.780958
zzz-222@627-s6d-snq,Recreational Area,40.831402,-73.950989
22t-222@627-s8g-yvz,Father Studzinski Square,40.722473,-73.947184
zzz-222@627-wff-nnq,Stapleton Esplanade,40.628627,-74.072899
222-223@627-s4m-w8v,Metropolitan Museum Of Art,40.779438,-73.963257
zzw-222@627-vtz-mp9,New York City Fire Department Communications Office,40.619208,-74.117433
zzw-222@627-wf4-xqz,Gateway National Park Staten Island Unit,40.60383,-74.057948
zzz-222@627-w9f-q4v,North Shore Esplanade,40.646712,-74.089391
222-222@627-vsn-rhq,Blue Heron Park And Nature Center,40.530821,-74.177799
zzz-222@627-s6c-3nq,ONeill Triangle,40.823688,-73.911341
zzz-222@627-s8g-bff,Msgr Mcgolrick Park,40.724893,-73.943484
zzz-222@627-tnz-mtv,P S 155,40.679019,-73.809857
zzz-222@627-rvh-pjv,Ambrosini Field,40.844469,-73.783631
zzw-222@627-sb6-h89,Lexington Soccer Field,40.762194,-73.889934
zzz-222@627-vv6-zs5,Clove Lakes Park,40.618499,-74.114163
zzw-223@627-s8r-x3q,Central Park Windmill League,40.769879,-73.976265
zzz-222@627-wdd-tjv,Brooklyn Bay Center,40.592462,-73.998352
zzz-222@627-s6m-psq,Haven Avenue,40.848639,-73.942783
zzz-222@627-rw9-vpv,Nyc Open Space 164,40.871518,-73.895157
22m-224@627-s8j-yqf,Central Parking Systems,40.749968,-73.99434
222-223@627-s9c-zs5,Amazon Distribution,40.757514,-73.846592
zzy-224@627-wbz-t7q,Louise Nevelson Plaza,40.707765,-74.007751
zzy-222@627-s8f-c5z,Robert Moses Park Dog Run,40.748873,-73.969345
zzw-222@627-s8z-ndv,Patina Events at Brooklyn Botanic Garden,40.667562,-73.962193
zzw-223@627-s9f-mff,House of Mac,40.74705,-73.852273
zzy-224@627-wh3-kj9,Old Stone House & Washington Park,40.672985,-73.984614
zzz-222@627-wdb-9zz,Brighton Playground,40.57517,-73.965396
zzy-223@627-s9s-p9z,Wallenberg Square Park,40.707541,-73.835352
zzz-222@627-s8v-ht9,Jesse Owens Playground,40.691669,-73.932166
zzz-222@627-vvd-dvz,Great Kills Park Hylan,40.555011,-74.104175
zzz-222@627-s6c-9zz,Granja Farm Otf,40.815766,-73.911459
zzz-222@627-vsg-xnq,P S 58,40.582807,-74.160578
zzw-222@627-sbb-2kz,St MichaelS Playground,40.758564,-73.900376
